0 0 0
1 6.29887 0.60263
2 3.6005 1.07799
3 2.98496 1.46698
4 3.08435 1.37114
5 4.66787 1.16352
6 4.9009 1.01113
7 7.3627 0.610795
8 14.271 0.657678
9 11.7093 0.441194
10 19.7355 0.569267
11 22.3441 0.544431
12 25.9136 0.506002
13 27.8563 0.501716
14 38.5445 0.399918
15 37.8481 0.423175
16 43.7543 0.391412
17 52.9138 0.347598
18 54.2553 0.351672
19 61.0491 0.330609
20 64.9268 0.325558
21 71.2873 0.309859
22 77.0822 0.299738
23 84.9344 0.28421
24 89.8652 0.204254
25 96.4369 0.27019
26 100.161 0.205282
27 123.77 0.228947
28 131.131 0.223556
29 139.907 0.216391
30 137.009 0.227041
31 169.678 0.191274
32 154.982 0.213549
33 154.663 0.21955
34 186.97 0.188751
35 199.226 0.1824
36 192.191 0.192526
37 204.034 0.186639
38 215.246 0.181583
39 222.968 0.17925
40 239.513 0.171731
41 256.03 0.164586
42 260.162 0.165742
43 271.968 0.162102
44 303.796 0.148823
45 300.115 0.153521
46 303.952 0.135088
47 320.938 0.149763
48 333.349 0.14722
49 391.487 0.128674
50 366.126 0.139737
51 373.742 0.139248
52 381.284 0.138968
53 401.472 0.134543
54 397.146 0.13808
55 425.354 0.131625
56 438.84 0.129785
57 454.595 0.127467
58 464.054 0.126995
59 478.7 0.125191
60 491.683 0.12383
61 541.534 0.114652
62 524.632 0.119918
63 533.974 0.119573
64 578.311 0.112372
65 569.142 0.115745
66 571.488 0.116809
67 584.427 0.115898
68 599.162 0.114811
69 609.809 0.114222
70 620.2 0.113911
71 634.211 0.112915
72 644.58 0.112615
73 727.031 0.101639
74 691.864 0.107814
75 679.966 0.110856
76 746.175 0.102855
77 746.113 0.104125
78 725.261 0.10808
79 722.592 0.109749
